,Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
726,31,0,1,1,3,3,2,1,4148,1,0,12,3,1,4,1,3,4,3,0,3
727,18,0,5,2,2,3,1,4,1051,1,0,15,3,0,0,2,3,0,0,0,0
728,54,0,17,3,3,3,3,3,10739,8,0,11,3,1,22,2,3,10,7,0,8
729,35,0,25,4,3,3,3,3,10388,1,1,11,3,1,16,3,2,16,10,10,1
730,30,0,8,2,2,4,3,1,11416,0,1,12,3,3,9,4,2,8,7,1,7
733,26,0,2,2,4,4,2,4,5472,1,0,12,3,0,8,2,3,8,7,1,3
734,22,0,8,1,2,1,1,1,2451,1,0,15,3,1,4,3,2,4,3,1,1
735,48,0,6,3,1,2,2,3,4240,2,0,13,3,0,19,0,3,2,2,2,2
736,48,0,4,4,3,2,3,3,10999,7,0,14,3,0,27,3,3,15,11,4,8
737,41,0,7,2,4,3,2,3,5003,6,0,14,3,0,8,6,3,2,2,2,1
738,39,0,1,1,4,2,4,4,12742,1,0,16,3,1,21,3,3,21,6,11,8
739,27,0,2,4,1,3,2,4,4227,0,0,18,3,1,4,2,3,3,2,2,2
740,35,0,10,3,2,3,1,4,3917,1,0,20,4,1,3,4,2,3,2,1,2
741,42,0,5,2,4,3,5,3,18303,6,0,13,3,0,21,3,4,1,0,0,0
742,50,0,9,3,1,3,1,4,2380,4,0,18,3,0,8,5,3,1,0,0,0
743,59,0,2,3,3,2,4,4,13726,3,1,13,3,0,30,4,3,5,3,4,3
745,55,0,18,4,3,3,2,2,6385,3,1,14,3,2,17,3,3,8,7,6,7
746,41,0,7,1,2,1,5,3,19973,1,0,22,4,2,21,3,3,21,16,5,10
747,38,0,3,4,2,3,2,4,6861,8,1,12,3,0,19,1,3,1,0,0,0
750,44,0,28,3,4,4,4,4,13320,3,1,18,3,1,23,2,3,12,11,11,11
751,50,0,1,3,4,3,2,3,6347,0,0,12,3,1,19,3,3,18,7,0,13
753,39,0,22,3,4,3,3,1,10880,1,1,13,3,0,21,2,3,21,6,2,8
754,33,0,8,1,2,2,1,4,2342,0,0,19,3,0,3,2,2,2,2,2,2
755,45,0,11,2,4,3,4,4,17650,3,0,13,3,1,26,4,4,9,3,1,1
756,32,0,29,4,4,3,1,3,4025,9,0,12,3,0,10,2,3,8,7,7,7
757,34,0,1,4,2,4,2,4,9725,0,0,11,3,1,16,2,2,15,1,0,9
758,59,0,1,2,2,3,3,4,11904,3,1,14,3,1,14,1,1,6,4,0,4
759,45,0,24,4,2,3,1,2,2177,1,0,16,3,0,6,3,3,6,3,0,4
760,53,0,2,3,3,2,3,2,7525,2,0,12,3,1,30,2,3,15,7,6,12
763,34,0,10,4,3,3,1,3,2220,1,1,19,3,1,1,2,3,1,1,0,0
764,28,0,10,1,4,3,1,2,1052,1,0,22,4,0,1,5,3,1,0,0,0
765,38,0,3,4,3,3,1,3,2821,3,0,16,3,1,8,2,3,2,2,2,2
766,50,0,2,4,2,3,5,3,19237,2,1,11,3,1,29,2,2,8,1,7,7
767,37,0,3,3,4,3,2,2,4107,3,0,15,3,0,8,3,2,4,3,0,1
768,40,0,26,3,3,3,2,1,8396,1,0,14,3,1,8,3,2,7,7,7,5
769,26,0,1,1,1,2,1,3,2007,1,0,13,3,2,5,5,3,5,3,1,3
770,46,0,1,4,4,3,5,4,19627,9,0,17,3,2,23,0,3,2,2,2,2
771,54,0,2,4,3,2,3,3,10686,6,0,11,3,1,13,4,3,9,4,7,0
772,56,0,9,3,1,3,1,3,2942,2,0,19,3,1,18,4,3,5,4,0,3
773,36,0,12,5,4,2,3,4,8858,0,0,11,3,0,15,2,2,14,8,7,8
774,55,0,2,1,3,2,4,1,16756,7,0,15,3,0,31,3,4,9,7,6,2
775,43,0,25,3,3,2,3,4,10798,5,0,13,3,1,18,5,3,1,0,0,0
778,46,0,8,4,4,2,2,1,4615,8,1,23,4,3,19,2,3,16,13,1,7
781,26,0,1,2,1,2,1,1,3955,1,0,16,3,2,6,2,3,5,3,1,3
782,30,0,20,3,3,3,2,1,9957,0,0,15,3,1,7,1,2,6,2,0,2
783,41,0,7,2,2,4,1,3,3376,1,0,13,3,0,10,3,3,10,6,0,8
784,38,0,17,1,3,2,3,3,8823,0,0,18,3,1,20,4,2,19,9,1,9
785,40,0,20,4,1,3,3,4,10322,4,0,20,4,1,14,6,3,11,10,11,1
786,27,0,8,5,1,1,1,3,4621,1,0,19,3,3,3,4,3,3,2,1,2
787,55,0,2,1,4,3,3,2,10976,3,0,18,3,1,23,4,3,3,2,1,2
788,28,0,10,3,3,3,2,3,3660,3,0,13,3,0,10,4,4,8,7,1,7
790,33,0,5,3,4,2,3,4,7119,4,0,15,3,1,9,2,3,3,2,1,2
793,28,0,15,2,1,3,1,3,2207,1,0,16,3,1,4,5,2,4,2,2,2
794,34,0,3,1,1,3,2,4,7756,0,0,17,3,0,7,1,2,6,2,0,4
795,37,0,10,4,4,2,2,4,6694,2,1,14,3,3,8,5,3,1,0,0,0
799,42,0,2,2,4,3,4,1,17665,0,0,17,3,1,23,3,3,22,6,13,7
802,33,0,7,3,4,3,2,2,4302,0,0,17,3,1,4,3,3,3,2,0,2
803,34,0,3,4,3,2,1,4,2979,3,0,17,3,3,6,2,3,0,0,0,0
804,48,0,1,4,1,4,4,4,16885,2,0,22,4,0,27,3,2,5,4,2,1
805,45,0,9,4,2,2,2,3,5593,1,0,13,3,1,15,2,3,15,10,4,12
806,52,0,7,4,2,3,3,2,10445,7,0,19,3,0,18,4,3,8,6,4,0
807,38,0,10,4,3,2,3,3,8740,0,1,14,3,2,9,2,3,8,7,2,7
808,29,0,28,4,3,3,1,4,2514,4,0,22,4,1,11,1,3,7,5,1,7
809,28,0,3,3,4,3,3,2,7655,0,0,17,3,3,10,3,2,9,7,1,7
810,46,0,3,1,1,3,4,3,17465,3,0,12,3,1,23,3,3,12,9,4,9
811,38,0,2,2,4,3,3,2,7351,7,0,16,3,0,10,2,3,1,0,0,0
812,43,0,27,3,3,3,3,1,10820,8,0,11,3,1,18,1,3,8,7,0,1
814,40,0,14,3,3,2,5,3,19626,1,0,14,3,0,21,2,4,20,7,4,9
815,21,0,1,1,4,2,1,2,2070,1,1,11,3,0,2,6,4,2,2,2,2
816,39,0,9,3,3,3,2,2,6782,9,0,15,3,0,9,2,2,5,4,0,3
817,36,0,18,4,1,3,2,4,7779,2,0,20,4,0,18,0,3,11,9,0,9
818,31,0,20,3,3,4,1,4,2791,0,0,12,3,1,3,4,3,2,2,2,2
819,28,0,2,1,1,2,1,2,3201,0,0,17,3,0,6,2,1,5,3,0,4
820,35,0,11,2,4,3,2,4,4968,1,0,11,3,1,5,3,3,5,2,0,2
821,49,0,8,4,4,2,4,2,13120,6,0,17,3,1,22,3,3,9,8,2,3
822,34,0,2,2,4,3,2,3,4033,2,0,11,3,0,5,3,2,3,2,0,2
823,29,0,10,3,4,3,1,2,3291,0,0,14,3,2,8,2,2,7,5,1,1
824,42,0,29,3,2,1,2,4,4272,4,0,19,3,0,16,3,3,1,0,0,0
825,29,0,8,1,2,2,2,4,5056,1,1,15,3,1,10,2,2,10,7,1,2
826,38,0,1,3,3,4,1,3,2844,1,0,13,3,1,7,2,4,7,6,5,0
827,28,0,6,3,3,2,1,3,2703,1,1,14,3,1,3,2,3,3,1,0,2
830,41,0,12,4,2,3,1,4,4766,3,1,11,3,1,6,4,3,1,0,0,0
832,37,0,25,2,3,2,2,4,5731,7,0,13,3,2,9,2,3,6,2,1,3
833,27,0,6,3,4,2,1,3,2539,1,0,13,3,1,4,0,3,4,2,2,2
834,34,0,9,1,2,3,2,3,5714,1,0,20,4,0,6,3,2,6,5,1,3
835,35,0,8,4,3,3,1,3,4323,1,0,17,3,0,6,2,1,5,4,1,4
837,40,0,9,4,2,3,3,3,13499,9,0,17,3,0,20,3,2,18,7,2,13
839,42,0,4,4,2,3,2,1,5155,7,0,13,3,0,9,3,4,6,4,1,5
840,35,0,1,4,4,2,1,3,2258,6,0,12,3,1,10,2,3,8,0,1,7
841,24,0,24,3,4,3,1,2,3597,8,0,22,4,0,6,2,3,4,3,1,2
843,26,0,3,4,1,4,1,4,4420,1,0,22,4,1,8,2,3,8,7,0,7
844,30,0,10,3,3,2,2,3,6578,1,0,18,3,1,10,3,3,10,3,1,4
845,40,0,26,2,3,2,2,4,4422,3,1,13,3,1,16,3,1,1,1,0,0
846,35,0,2,3,3,2,3,2,10274,2,0,18,3,1,15,2,4,7,7,6,4
847,34,0,1,3,4,2,2,1,5343,0,0,20,4,0,14,3,3,13,9,4,9
848,35,0,4,4,4,2,1,4,2376,1,0,13,3,1,2,2,4,2,2,2,2
850,32,0,2,1,3,3,1,1,2827,1,0,12,3,3,1,3,3,1,0,0,0
851,56,0,4,4,4,3,5,1,19943,4,0,13,3,1,28,2,3,5,2,4,2
852,29,0,6,1,2,3,1,4,3131,1,0,13,3,1,10,5,3,10,8,0,8
853,19,0,9,2,3,3,1,1,2552,1,0,25,4,0,1,4,3,1,1,0,0
854,45,0,7,3,1,3,1,3,4477,4,1,19,3,1,7,2,2,3,2,0,2
855,37,0,1,3,4,2,2,4,6474,1,0,13,3,1,14,2,2,14,8,3,11
856,20,0,3,3,1,2,1,3,3033,1,0,12,3,0,2,2,2,2,2,1,2
858,53,0,7,2,4,3,5,3,18606,3,0,18,3,1,26,6,3,7,7,4,7
859,29,0,15,1,2,1,1,4,2168,0,1,18,3,1,6,2,2,5,4,1,3
861,46,0,2,3,3,3,4,1,17048,8,0,23,4,0,28,2,3,26,15,15,9
862,44,0,17,3,4,1,1,3,2290,2,0,13,3,0,6,3,3,0,0,0,0
863,33,0,2,3,2,3,1,3,3600,1,0,13,3,1,5,2,3,5,4,1,4
865,30,0,29,4,3,3,2,1,4115,8,0,19,3,3,8,3,3,4,3,0,3
866,40,0,2,4,2,3,2,2,4327,5,0,12,3,3,5,2,3,0,0,0,0
867,50,0,2,3,4,3,4,1,17856,2,0,22,4,1,32,3,3,2,2,2,2
868,28,0,19,4,4,2,1,1,3196,1,0,12,3,3,6,2,3,6,5,3,3
869,46,0,15,2,4,3,5,2,19081,5,0,11,3,1,25,2,3,4,2,0,3
870,35,0,17,4,3,3,2,1,8966,3,1,15,3,3,15,2,3,7,7,1,7
872,33,0,25,3,2,3,2,3,4539,1,0,12,3,1,10,3,2,10,7,0,1
873,36,0,6,4,3,1,1,3,2741,1,0,14,3,1,7,4,3,7,7,1,7
874,30,0,7,4,3,3,2,3,3491,1,0,13,3,3,10,4,2,10,7,8,9
875,44,0,29,4,4,3,2,4,4541,1,0,25,4,0,20,3,3,20,11,13,17
876,20,0,21,3,3,4,1,4,2678,1,0,17,3,0,2,2,3,2,1,2,2
877,46,0,2,4,4,3,2,4,7379,2,0,11,3,1,12,3,2,6,3,1,4
878,42,0,2,5,4,4,2,1,6272,7,0,16,3,1,10,3,4,4,3,0,3
879,60,0,7,4,2,4,2,4,5220,0,1,18,3,1,12,3,3,11,7,1,9
880,32,0,13,3,3,2,1,2,2743,1,0,20,4,1,2,2,3,2,2,2,2
881,32,0,2,2,4,3,2,3,4998,4,1,14,3,0,10,2,3,8,7,0,7
882,36,0,1,3,3,1,3,1,10252,2,1,21,4,1,17,2,3,7,7,7,7
883,33,0,9,3,1,3,1,4,2781,0,0,13,3,1,15,5,3,14,10,4,10
884,40,0,10,3,2,2,2,2,6852,7,0,12,3,1,7,2,4,5,1,1,3
885,25,0,10,4,3,3,2,4,4950,0,0,14,3,0,5,4,3,4,3,1,1
886,30,0,1,3,4,3,1,2,3579,0,1,21,4,1,12,2,3,11,9,5,7
887,42,0,26,5,1,3,3,1,13191,3,1,17,3,0,20,6,3,1,0,0,0
888,35,0,8,2,3,2,3,4,10377,4,1,11,3,1,16,6,2,13,2,4,12
889,27,0,14,3,1,3,1,1,2235,1,1,14,3,2,9,3,2,9,7,6,8
890,54,0,1,4,4,3,3,3,10502,7,0,17,3,1,33,2,1,5,4,1,4
891,44,0,2,1,1,4,1,4,2011,1,0,13,3,1,10,5,3,10,5,7,7
893,29,0,1,3,1,3,1,4,3760,1,0,15,3,3,3,5,3,3,2,1,2
894,54,0,3,3,4,3,4,4,17779,3,0,14,3,0,36,2,3,10,9,0,9
895,31,0,11,2,3,3,2,1,6833,1,1,12,3,0,6,2,2,6,5,0,1
896,31,0,24,3,3,2,2,1,6812,1,0,19,3,0,10,2,3,10,9,1,8
897,59,0,3,3,3,2,2,4,5171,5,0,17,3,0,13,2,3,6,1,0,5
898,43,0,3,3,3,1,5,4,19740,3,0,14,3,1,25,2,3,8,7,0,7
899,49,0,4,2,1,2,5,3,18711,2,0,13,3,1,23,2,4,1,0,0,0
900,36,0,3,3,3,3,1,2,3692,1,0,12,3,0,12,2,2,11,10,0,7
901,48,0,2,2,4,4,1,2,2559,5,0,11,3,0,7,4,2,1,0,0,0
902,27,0,4,2,1,3,1,3,2517,1,0,11,3,3,5,2,3,5,3,0,3
903,29,0,7,3,3,3,2,4,6623,1,1,11,3,2,6,2,3,6,0,1,0
904,48,0,1,3,4,2,5,4,18265,6,0,12,3,0,25,3,4,1,0,0,0
905,29,0,1,3,4,2,4,4,16124,3,0,14,3,2,9,2,2,7,7,1,7
906,34,0,20,3,3,4,1,3,2585,0,0,17,3,0,2,5,2,1,0,0,0
907,44,0,5,3,2,3,5,2,18213,7,0,11,3,1,26,5,3,22,9,3,10
908,33,0,10,5,4,4,3,3,8380,0,1,14,3,2,10,3,3,9,8,0,8
909,19,0,25,3,2,4,1,4,2994,1,1,12,3,0,1,2,3,1,0,0,1
910,23,0,1,2,4,3,1,3,1223,1,0,22,4,1,1,2,3,1,0,0,1
912,26,0,4,2,3,3,1,4,2875,1,1,20,4,0,8,2,2,8,5,2,2
914,55,0,8,1,4,2,4,2,13577,1,1,15,3,1,34,3,3,33,9,15,0
916,46,0,4,2,4,2,5,2,18789,2,0,14,3,1,26,2,3,11,4,0,8
917,34,0,2,3,3,3,2,1,4538,0,1,12,3,0,4,3,3,3,2,0,2
918,51,0,9,3,4,3,5,2,19847,4,1,24,4,1,31,5,2,29,10,11,10
919,59,0,18,4,4,3,3,4,10512,6,0,12,3,0,25,6,2,9,7,5,4
920,34,0,19,3,3,3,2,2,4444,4,0,13,3,2,15,2,4,11,8,5,10
921,28,0,1,4,4,3,1,3,2154,0,1,11,3,0,5,2,2,4,2,0,2
922,44,0,4,2,3,4,5,1,19190,1,0,14,3,2,26,4,2,25,9,14,13
923,34,0,11,3,3,2,2,2,4490,4,0,11,3,2,14,5,4,10,9,1,8
924,35,0,6,1,3,3,1,3,3506,0,1,14,3,0,4,3,3,3,2,2,2
925,42,0,7,4,2,4,2,2,2372,6,1,16,3,0,18,2,3,1,0,0,0
926,43,0,4,4,4,2,3,4,10231,3,0,14,3,0,23,3,4,21,7,15,17
927,36,0,2,4,3,3,2,2,5410,9,1,11,3,0,18,2,3,16,14,5,12
929,28,0,2,3,4,2,1,4,3867,1,1,12,3,1,2,2,3,2,2,2,2
930,51,0,6,2,2,2,1,3,2838,0,0,14,3,0,8,6,2,7,0,7,7
931,30,0,9,2,3,3,2,3,4695,7,1,18,3,0,10,3,3,8,4,1,7
933,28,0,1,3,4,3,1,1,2080,2,0,11,3,0,5,2,2,3,2,1,2
934,25,0,1,3,4,3,1,2,2096,1,0,18,3,0,2,3,2,2,2,2,1
935,32,0,8,3,3,4,2,4,6209,1,0,15,3,2,10,4,4,10,7,0,8
936,45,0,25,3,2,3,5,2,18061,3,0,22,4,0,22,4,3,0,0,0,0
937,39,0,13,4,3,2,4,2,17123,6,1,13,3,2,21,4,3,19,9,15,2
938,58,0,23,4,1,3,1,3,2372,1,0,12,3,2,2,3,3,2,2,2,2
941,30,0,6,3,1,2,2,4,4627,0,0,12,3,1,10,6,3,9,2,6,7
942,36,0,10,4,4,3,3,3,7094,3,0,12,3,0,10,0,3,7,7,1,7
943,46,0,1,2,4,3,1,1,3423,6,0,12,3,0,10,3,4,7,6,5,7
944,28,0,1,3,3,1,2,4,6674,0,0,11,3,3,10,6,3,9,8,7,5
945,50,0,28,3,4,3,4,1,16880,4,1,11,3,0,25,2,3,3,2,1,2
948,30,0,17,4,2,3,3,1,11916,1,1,23,4,2,9,2,3,9,1,0,8
949,39,0,18,2,1,3,2,3,4534,0,0,11,3,0,9,6,3,8,7,1,7
950,31,0,2,4,4,3,3,3,9852,1,1,19,3,1,10,5,2,10,8,9,6
951,41,0,10,2,3,1,2,2,6151,1,0,13,3,0,19,4,3,19,2,11,9
954,42,0,2,1,3,3,4,3,17861,0,1,13,3,0,21,3,2,20,8,2,10
955,55,0,2,2,4,1,5,3,19187,4,0,14,3,1,23,5,3,19,9,9,11
956,56,0,8,4,4,3,5,2,19717,6,0,14,3,0,36,4,3,7,3,7,7
957,40,0,16,2,3,3,1,3,3544,9,0,16,3,1,6,0,3,4,2,0,0
958,34,0,9,3,4,3,3,4,8500,0,0,11,3,1,10,0,2,9,7,1,6
959,40,0,2,3,3,3,2,4,4661,1,0,13,3,0,9,4,3,9,8,8,8
960,41,0,1,3,3,3,2,1,4103,0,0,17,3,1,10,2,3,9,3,1,7
961,35,0,4,4,3,3,2,3,4249,1,1,11,3,0,9,3,3,9,6,1,1
962,51,0,5,3,3,3,4,2,14026,1,1,11,3,1,33,2,3,33,9,0,10
963,38,0,2,2,2,3,2,1,6893,3,0,15,3,1,11,3,3,7,7,1,7
964,34,0,15,2,3,3,2,1,6125,1,0,12,3,0,10,6,4,10,8,9,6
965,25,0,19,1,4,3,1,4,3669,3,0,11,3,3,7,6,2,3,2,1,2
967,40,0,1,4,2,3,1,2,2387,3,0,22,4,1,7,3,3,4,2,0,3
968,36,0,7,3,1,4,2,1,4639,2,0,16,3,1,17,2,2,15,7,6,13
969,48,0,4,3,4,3,3,4,7898,1,0,11,3,0,11,2,3,10,9,0,8
970,27,0,11,3,3,4,1,4,2534,8,0,14,3,1,5,4,3,1,0,0,0
971,51,0,11,2,4,2,4,2,13142,3,0,16,3,0,29,1,2,5,2,0,3
972,18,0,1,3,4,3,1,4,1611,1,0,15,3,0,0,5,4,0,0,0,0
973,35,0,1,3,4,2,2,4,5363,0,0,12,3,1,10,0,3,9,7,0,0
974,27,0,2,1,4,1,2,4,5071,3,0,20,4,0,8,3,3,6,2,0,0
976,56,0,23,3,4,3,4,2,13402,4,1,12,3,1,33,0,3,19,16,15,9
977,34,0,26,1,1,2,1,3,2029,1,0,20,4,3,5,2,3,5,4,0,0
978,40,0,2,1,2,4,2,3,6377,5,0,20,4,3,15,0,3,12,11,11,8
979,34,0,29,3,2,3,2,3,5429,4,0,13,3,2,10,1,3,8,7,7,7
982,38,0,7,3,4,4,1,3,2610,1,0,11,3,3,4,2,3,4,2,0,3
983,34,0,2,4,3,3,2,4,6687,1,0,11,3,0,14,2,4,14,11,4,11
984,28,0,26,3,3,2,2,1,4724,1,0,11,3,1,5,0,3,5,3,0,4
986,39,0,21,4,1,2,2,4,6120,3,1,12,3,2,8,2,4,5,4,1,4
987,51,0,2,3,2,3,3,2,10596,2,0,11,3,0,14,5,3,4,2,3,2
988,41,0,22,3,4,3,2,4,5467,3,1,14,3,2,12,4,2,6,2,3,3
989,37,0,4,1,3,3,1,3,2996,7,1,15,3,0,8,2,3,6,4,1,3
990,33,0,5,1,2,3,2,4,9998,6,0,13,3,0,8,2,4,5,4,1,2
991,32,0,2,1,3,3,2,2,4078,0,1,13,3,3,4,3,2,3,2,1,2
992,39,0,25,2,3,3,3,3,10920,3,0,21,4,1,13,2,3,6,4,0,5
993,25,0,18,1,1,4,2,3,6232,2,0,11,3,0,6,3,2,3,2,1,2
994,52,0,28,2,4,4,4,3,13247,2,1,11,3,1,24,3,2,5,3,0,2
995,43,0,6,3,1,2,2,3,4081,1,1,14,3,0,20,3,1,20,7,1,8
996,27,0,10,3,4,2,2,4,5769,1,1,11,3,0,6,3,3,6,2,4,4
998,26,0,2,1,1,2,1,4,3904,0,0,12,3,0,5,2,3,4,3,1,1
999,42,0,10,3,3,3,4,1,16799,0,0,14,3,1,21,5,3,20,7,0,9
1000,52,0,8,4,3,3,1,1,2950,9,0,13,3,0,12,2,1,5,4,0,4
1001,37,0,11,3,1,3,1,3,3629,4,0,18,3,0,8,6,3,3,2,0,2
1002,35,0,18,2,3,3,3,4,9362,2,0,11,3,0,10,2,3,2,2,2,2
1003,25,0,1,3,1,3,1,4,3229,4,0,11,3,1,7,2,2,3,2,0,2
1004,26,0,7,3,3,4,1,1,3578,0,0,12,3,0,8,2,3,7,7,0,7
1005,29,0,17,3,2,2,3,1,7988,1,0,13,3,0,10,3,2,10,9,0,9
1008,54,0,1,3,4,3,4,4,17328,6,0,19,3,0,29,3,2,20,7,12,7
1009,58,0,1,3,4,3,5,1,19701,3,1,21,4,1,32,3,3,9,8,1,5
1010,55,0,1,4,2,4,4,4,14732,2,0,13,3,2,31,4,4,7,7,0,0
1011,36,0,3,4,1,3,2,2,9278,3,1,16,3,0,15,3,3,5,4,0,1
1013,30,0,7,4,4,3,2,1,4779,7,0,14,3,2,8,3,3,3,2,0,2
1014,31,0,8,5,1,3,4,2,16422,3,0,11,3,0,9,3,4,3,2,1,0
1015,34,0,1,4,4,3,1,1,2996,5,0,14,3,2,10,2,3,4,3,1,3
1017,27,0,11,1,2,3,1,1,2099,0,0,14,3,0,6,3,4,5,0,1,4
1018,36,0,4,4,1,2,2,4,5810,1,0,16,3,0,10,2,2,10,4,1,8
1019,36,0,16,4,3,2,2,1,5647,4,0,13,3,2,11,3,2,3,2,0,2
1020,47,0,1,3,1,3,1,4,3420,7,0,12,3,1,17,2,2,6,5,1,2
1022,37,0,5,2,3,4,1,3,3500,0,0,14,3,0,7,2,1,6,5,1,3
1023,56,0,1,2,1,3,1,1,2066,2,0,22,4,1,5,3,4,3,2,1,0
1024,47,0,2,4,1,3,4,3,17169,3,0,19,3,2,26,2,4,20,17,5,6
1025,24,0,4,1,4,3,2,3,4162,1,1,12,3,2,5,3,3,5,4,0,3
1026,32,0,7,5,4,3,2,4,9204,4,0,12,3,1,7,3,2,4,3,0,3
1027,34,0,1,3,4,2,1,2,3294,5,0,17,3,1,7,2,2,5,4,0,2
1028,41,0,5,5,2,4,1,3,2127,2,1,12,3,0,7,5,2,4,2,0,3
1029,40,0,9,4,3,3,2,3,3975,3,0,11,3,2,11,2,4,8,7,0,7
1030,31,0,8,2,1,3,3,4,10793,1,0,18,3,1,13,5,3,13,7,9,9
1034,45,0,20,3,2,1,3,1,10851,2,1,18,3,1,24,2,3,7,7,0,7
1035,31,0,8,2,4,4,1,2,2109,9,0,18,3,0,8,3,3,3,2,0,2
1037,45,0,29,3,2,3,3,4,9380,4,1,18,3,2,10,4,4,3,1,1,2
1038,48,0,7,3,3,3,2,1,5486,4,0,11,3,3,15,3,3,2,2,2,2
1040,40,0,8,1,4,2,3,2,13757,2,0,11,3,1,16,5,3,9,8,4,8
1041,28,0,5,3,4,3,2,1,8463,0,0,18,3,0,6,4,3,5,4,1,3
1042,44,0,5,3,3,2,1,3,3162,3,0,14,3,0,7,5,3,5,2,0,3
1043,53,0,2,3,4,4,4,2,16598,4,0,12,3,0,35,2,2,9,8,8,8
1044,49,0,5,4,1,3,2,3,6651,2,0,14,3,1,20,0,2,3,2,1,2
1045,40,0,2,3,3,3,1,3,2345,2,0,14,3,1,8,3,4,3,1,1,2
1046,44,0,20,3,4,3,1,2,3420,1,0,13,3,0,6,3,2,5,2,1,3
1047,33,0,7,3,4,3,2,1,4373,0,0,14,3,2,5,2,3,4,3,0,3
1048,34,0,3,3,4,1,2,1,4759,3,0,18,3,0,15,2,3,13,9,3,12
1049,30,0,16,1,4,3,2,3,5301,8,0,15,3,2,4,2,2,2,1,2,2
1050,42,0,9,2,1,3,1,4,3673,1,0,13,3,0,12,3,3,12,9,5,8
1051,44,0,1,5,1,3,2,3,4768,7,0,12,3,1,11,4,2,1,0,0,0
1052,30,0,7,3,3,3,1,3,1274,1,0,13,3,2,1,2,2,1,0,0,0
1053,57,0,1,2,2,4,2,3,4900,0,0,24,4,1,13,2,2,12,9,2,8
1054,49,0,7,4,3,3,3,2,10466,3,0,14,3,2,29,3,3,8,7,0,7
1055,34,0,15,3,2,3,4,1,17007,7,0,14,3,2,16,3,2,14,8,6,9
1059,35,0,7,1,4,3,1,3,2404,1,0,13,3,1,1,3,3,1,0,0,0
1061,24,0,13,2,4,3,1,2,2033,1,0,13,3,1,1,2,3,1,0,0,0
1062,44,0,2,1,2,3,3,3,10209,5,1,18,3,0,16,2,2,2,2,2,2
1063,29,0,19,3,3,2,2,3,8620,1,0,14,3,2,10,3,3,10,7,0,4
1064,30,0,1,3,3,3,1,3,2064,0,0,21,4,1,6,3,4,5,3,1,3
1065,55,0,4,4,4,3,2,3,4035,0,1,16,3,0,4,2,3,3,2,1,2
1066,33,0,4,4,1,2,1,2,3838,8,0,11,3,0,8,5,3,5,4,0,2
1067,47,0,14,3,3,3,2,3,4591,3,1,17,3,1,11,4,2,5,4,1,2
1069,28,0,1,3,1,2,1,3,1563,1,0,14,3,1,1,2,1,1,0,0,0
1070,28,0,7,3,3,3,2,1,4898,0,0,14,3,0,5,5,3,4,2,1,3
1071,49,0,3,2,3,2,2,1,4789,4,0,25,4,1,10,3,3,3,2,1,2
1072,29,0,2,1,4,3,1,2,3180,0,0,13,3,3,4,3,3,3,2,0,2
1073,28,0,29,1,3,1,2,2,6549,1,0,14,3,2,8,2,2,8,6,1,7
1074,33,0,8,5,4,3,2,3,6388,2,1,17,3,0,14,6,3,0,0,0,0
1075,32,0,10,3,3,3,3,4,11244,2,0,25,4,0,10,5,4,5,2,0,0
1076,54,0,11,4,2,3,4,4,16032,3,0,20,4,1,26,2,3,14,9,1,12
1078,44,0,28,3,4,3,4,1,16328,3,0,13,3,1,24,1,4,20,6,14,17
1079,39,0,6,3,2,3,3,2,8376,4,0,18,3,0,9,3,3,2,0,2,2
1080,46,0,3,3,3,3,4,2,16606,8,0,12,3,1,23,2,4,13,12,5,1
1081,35,0,16,3,4,2,3,2,8606,1,0,19,3,0,11,3,1,11,8,3,3
1082,23,0,20,1,1,3,2,3,2272,0,0,14,3,0,5,2,3,4,3,1,2
1084,34,0,1,3,4,2,3,3,7083,1,1,14,3,0,10,3,3,10,9,8,6
1086,50,0,22,5,3,1,4,4,14411,1,1,13,3,0,32,2,3,32,6,13,9
1087,34,0,7,2,2,3,1,3,2308,0,1,25,4,1,12,4,3,11,10,5,7
1088,42,0,2,3,3,2,1,2,4841,4,0,14,3,1,4,3,3,1,0,0,0
1089,37,0,13,3,1,3,2,4,4285,1,0,17,3,0,10,2,3,10,8,3,7
1090,29,0,8,1,3,1,2,1,9715,3,0,13,3,1,9,3,3,7,7,0,7
1091,33,0,25,3,4,2,2,2,4320,1,0,13,3,0,5,2,3,5,3,0,2
1092,45,0,28,3,4,3,1,4,2132,4,0,20,4,1,8,3,3,5,4,0,3
1093,42,0,2,3,4,3,3,4,10124,2,1,14,3,1,24,3,1,20,8,13,9
1094,40,0,9,2,1,3,2,1,5473,0,0,12,3,0,9,5,4,8,4,7,1
1095,33,0,28,4,2,3,2,3,5207,1,1,12,3,1,15,3,3,15,14,5,7
1096,40,0,6,2,3,3,4,4,16437,1,1,21,4,0,21,2,3,21,7,7,7
1097,24,0,21,2,3,2,1,1,2296,0,0,14,3,3,2,3,3,1,1,0,0
1098,40,0,8,2,4,3,2,4,4069,3,1,18,3,0,8,2,3,2,2,2,2
