Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
53,No,7,2,1,2,3,4,10934,7,Yes,18,3,1,35,3,3,5,2,0,4
45,No,9,3,4,3,3,1,10761,4,Yes,12,3,1,18,2,3,5,4,0,2
32,No,8,2,3,4,2,3,5175,5,No,12,3,1,9,3,2,5,3,1,3
52,No,25,4,3,2,4,4,13826,3,No,22,4,0,31,3,3,9,8,0,0
37,No,16,4,4,2,2,3,6334,4,No,19,3,2,9,2,3,1,0,0,0
28,No,8,2,2,2,1,4,4936,1,No,13,3,1,6,6,3,5,1,0,4
22,No,1,2,4,2,2,4,4775,6,No,22,4,2,4,2,1,2,2,2,2
44,No,8,4,1,4,1,4,2818,2,Yes,24,4,1,10,2,2,3,2,0,2
42,No,2,1,2,3,1,4,2515,5,Yes,14,3,0,8,2,3,2,1,2,2
36,No,8,3,1,2,1,1,2342,0,No,21,4,0,6,3,3,5,4,0,3
25,No,3,1,3,3,2,1,4194,1,Yes,18,3,0,5,3,3,5,3,0,3
35,No,9,3,4,2,3,3,10685,1,Yes,20,4,1,17,2,3,17,14,5,15
35,Yes,25,4,4,3,1,2,2022,1,Yes,19,3,1,10,3,2,10,2,7,8
32,No,1,3,4,3,1,4,2314,0,No,12,3,1,4,2,3,3,0,0,2
25,No,4,1,3,2,2,1,4256,1,No,12,3,0,5,1,4,5,2,0,3
49,No,1,3,3,3,1,1,3580,2,No,16,3,1,7,2,3,4,2,0,2
24,No,4,1,1,2,1,4,3162,0,No,17,3,0,6,2,2,5,2,3,4
32,No,5,2,2,3,2,2,6524,1,No,14,3,1,10,3,3,10,8,5,3
38,No,9,3,2,2,1,2,2899,0,No,19,3,1,3,3,3,2,2,1,2
42,No,3,3,3,4,2,4,5231,2,Yes,13,3,1,17,1,2,5,3,1,3
31,No,11,4,4,3,1,4,2356,3,Yes,19,3,1,8,2,3,6,4,0,2
29,Yes,1,3,2,2,1,3,2800,6,Yes,19,3,3,5,3,3,3,2,0,2
53,No,8,3,1,3,4,4,11836,5,No,14,3,1,28,3,3,2,0,2,2
35,No,25,3,4,2,3,2,10903,3,No,16,3,0,16,2,3,13,10,4,8
37,No,21,2,3,3,1,4,2973,5,No,15,3,1,10,3,3,5,4,0,0
53,No,23,4,4,3,4,4,14275,6,No,18,3,0,33,0,3,12,9,3,8
43,No,1,3,4,3,2,4,5562,4,No,13,3,1,12,2,2,5,2,2,2
47,No,2,2,3,3,2,4,4537,0,Yes,22,4,1,8,2,3,7,6,7,7
37,No,19,2,1,3,3,2,7642,1,Yes,13,3,0,10,2,3,10,0,0,9
50,No,2,4,1,3,4,1,17924,1,No,11,3,1,31,3,3,31,6,14,7
39,No,2,3,4,2,2,4,5204,8,No,11,3,2,13,2,3,5,4,0,4
33,No,3,2,4,3,1,2,2277,3,Yes,11,3,1,7,4,4,4,3,0,3
32,Yes,25,4,1,3,1,4,2795,1,Yes,24,4,0,1,2,1,1,0,0,1
29,No,7,1,1,2,1,4,2532,6,No,14,3,3,8,5,3,4,3,0,3
44,No,9,2,2,3,1,1,2559,1,Yes,13,3,0,8,0,3,8,7,7,1
28,No,5,4,1,3,2,4,4908,1,No,14,3,0,4,3,3,4,2,0,2
58,Yes,2,1,4,2,1,4,2380,9,Yes,14,3,1,3,3,2,1,0,0,0
43,No,8,3,1,3,2,2,4765,4,No,21,4,1,4,2,4,1,0,0,0
20,Yes,2,3,3,2,1,3,2044,1,No,13,3,0,2,3,2,2,2,0,2
21,Yes,18,1,4,3,1,4,2693,1,No,19,3,0,1,3,2,1,0,0,0
36,No,14,1,3,3,2,4,6586,0,Yes,17,3,1,17,2,2,16,8,4,11
47,No,2,4,4,2,1,4,3294,1,Yes,18,3,0,3,3,2,3,2,1,2
22,Yes,3,1,2,3,2,3,4171,0,Yes,19,3,1,4,3,4,3,2,0,2
41,Yes,2,4,2,1,1,4,2778,4,Yes,13,3,1,10,1,2,7,7,1,0
28,No,9,3,3,3,1,3,2377,5,No,18,3,1,6,2,3,2,2,2,2
39,Yes,6,3,4,3,1,1,2404,7,Yes,21,4,0,8,2,1,2,2,2,2
27,No,4,3,2,3,1,3,2318,1,No,19,3,0,1,2,3,1,1,0,0
34,No,10,3,2,3,1,2,2008,1,No,14,3,2,1,3,3,1,0,1,0
42,No,14,2,3,2,2,3,6244,7,No,17,3,0,10,6,3,5,4,0,3
33,No,1,4,3,2,1,1,2799,3,Yes,11,3,0,6,1,3,3,2,0,2
58,No,5,3,3,2,3,2,10552,2,Yes,13,3,1,24,3,3,6,0,0,4
31,No,7,4,2,2,1,3,2329,3,No,15,3,0,13,2,4,7,7,5,2
35,No,21,1,4,3,2,4,4014,1,Yes,25,4,1,10,2,1,10,6,0,7
49,No,8,2,1,3,3,2,7403,4,No,11,3,1,29,3,2,26,9,1,7
48,No,20,4,4,3,1,3,2259,4,No,17,3,2,13,2,2,0,0,0,0
31,No,20,2,4,3,2,3,6932,1,No,13,3,1,9,2,2,9,8,0,0
36,No,7,4,2,3,1,4,4678,2,No,18,3,0,8,6,3,6,2,0,1
38,No,1,3,4,3,3,1,13582,1,No,13,3,1,15,3,3,15,12,5,11
32,No,1,3,3,2,1,2,2332,6,No,20,4,0,5,3,3,3,0,0,2
25,Yes,19,2,3,2,1,2,2413,1,Yes,18,3,3,1,2,3,1,0,0,0
40,No,10,4,1,2,3,2,9705,2,No,12,3,1,11,2,2,1,0,0,0
26,No,1,3,3,2,2,1,4294,1,No,12,3,0,7,2,3,7,7,0,7
41,No,6,3,4,3,1,1,4721,2,Yes,13,3,0,20,3,3,18,13,2,17
36,No,2,4,3,3,1,3,2519,4,No,21,4,0,16,6,3,11,8,3,9
19,Yes,21,3,4,2,1,2,2121,1,Yes,13,3,0,1,3,4,1,0,0,0
20,Yes,4,3,1,3,1,1,2973,1,No,19,3,0,1,2,3,1,0,0,0
31,No,12,3,4,3,2,4,5855,0,Yes,11,3,2,10,2,1,9,7,8,5
40,No,9,4,4,3,1,2,3617,8,Yes,14,3,1,3,2,3,1,1,0,0
32,No,3,4,3,3,2,1,6725,1,No,12,3,1,8,2,4,8,7,6,3
36,Yes,3,1,3,2,3,4,10325,1,Yes,11,3,1,16,6,3,16,7,3,7
33,No,1,3,2,2,2,4,6949,0,No,14,3,0,6,3,3,5,0,1,4
37,Yes,1,4,1,2,3,3,10609,5,No,11,3,0,17,2,1,14,1,11,7
45,No,4,2,3,3,2,2,4447,1,No,12,3,0,9,5,2,9,7,0,8
29,No,20,3,3,3,1,4,2157,1,No,15,3,1,3,5,3,3,1,0,2
35,No,18,3,3,3,2,3,4601,1,No,16,3,0,5,3,3,5,2,1,0
52,No,1,2,4,3,4,4,17099,2,No,15,3,1,26,2,2,9,8,7,8
58,Yes,2,3,4,3,1,3,2479,4,No,24,4,0,7,4,3,1,0,0,0
53,No,2,2,3,3,4,3,14852,6,No,13,3,1,22,3,4,17,13,15,2
30,No,8,2,3,3,3,3,7264,5,No,11,3,1,10,2,4,8,4,7,7
38,No,10,3,3,3,2,4,5666,1,Yes,13,3,0,6,1,3,5,3,1,3
35,No,3,4,4,3,3,4,7823,6,No,13,3,1,12,2,3,10,9,0,8
39,No,2,5,1,4,3,3,7880,0,No,18,3,0,9,3,3,8,7,0,7
40,Yes,24,3,2,4,4,2,13194,4,Yes,16,3,0,22,2,2,1,0,0,0
47,No,16,4,3,4,2,3,5067,1,Yes,19,3,0,20,3,4,19,10,2,7
36,No,8,4,1,3,2,4,5079,4,No,13,3,2,12,3,3,7,7,0,7
31,Yes,9,2,3,2,1,1,2321,0,Yes,22,4,0,4,0,3,3,2,1,2
33,No,17,3,4,3,4,3,17444,1,No,11,3,0,10,2,3,10,8,6,0
29,Yes,10,3,4,2,1,1,2404,6,Yes,20,4,0,3,5,3,0,0,0,0
33,No,13,1,2,3,1,4,3452,3,No,18,3,0,5,4,3,3,2,0,2
45,No,1,4,4,3,1,4,2270,3,No,14,3,2,8,2,3,5,3,0,2
50,No,1,2,4,3,4,4,17399,9,No,22,4,1,32,1,2,5,4,1,3
33,No,1,4,3,4,2,2,5488,1,Yes,13,3,1,6,2,3,6,5,1,2
41,No,9,3,1,3,5,3,19419,2,No,17,3,1,21,2,4,18,16,0,11
27,No,16,4,3,3,1,2,2811,9,No,14,3,1,4,2,3,2,2,2,2
45,No,23,2,4,3,2,1,3633,1,Yes,15,3,1,9,2,3,9,8,0,8
47,No,4,2,4,3,2,4,4163,1,Yes,17,3,0,9,0,3,9,0,0,7
30,Yes,22,3,1,3,1,3,2132,4,Yes,11,3,0,7,2,3,5,2,0,1
50,No,24,3,4,3,4,3,13973,3,Yes,18,3,1,22,2,3,12,11,1,5
38,No,10,1,3,3,1,3,2684,0,No,17,3,1,3,0,2,2,1,0,2
46,No,7,2,4,3,3,3,10845,6,No,13,3,1,13,3,3,8,7,0,7
24,No,17,1,4,2,2,3,4377,1,No,15,3,2,5,6,3,4,2,3,2
35,Yes,14,4,3,2,1,2,3743,1,Yes,24,4,1,5,2,1,4,2,0,2
31,No,1,1,3,3,2,1,4148,1,No,12,3,1,4,1,3,4,3,0,3
18,No,5,2,2,3,1,4,1051,1,No,15,3,0,0,2,3,0,0,0,0
54,No,17,3,3,3,3,3,10739,8,No,11,3,1,22,2,3,10,7,0,8
35,No,25,4,3,3,3,3,10388,1,Yes,11,3,1,16,3,2,16,10,10,1
30,No,8,2,2,4,3,1,11416,0,Yes,12,3,3,9,4,2,8,7,1,7
20,Yes,11,3,4,2,1,1,2600,1,Yes,15,3,0,1,2,3,1,0,0,0
30,Yes,5,3,2,3,1,2,2422,0,No,17,3,0,4,3,3,3,2,1,2
26,No,2,2,4,4,2,4,5472,1,No,12,3,0,8,2,3,8,7,1,3
22,No,8,1,2,1,1,1,2451,1,No,15,3,1,4,3,2,4,3,1,1
48,No,6,3,1,2,2,3,4240,2,No,13,3,0,19,0,3,2,2,2,2
48,No,4,4,3,2,3,3,10999,7,No,14,3,0,27,3,3,15,11,4,8
41,No,7,2,4,3,2,3,5003,6,No,14,3,0,8,6,3,2,2,2,1
39,No,1,1,4,2,4,4,12742,1,No,16,3,1,21,3,3,21,6,11,8
27,No,2,4,1,3,2,4,4227,0,No,18,3,1,4,2,3,3,2,2,2
35,No,10,3,2,3,1,4,3917,1,No,20,4,1,3,4,2,3,2,1,2
42,No,5,2,4,3,5,3,18303,6,No,13,3,0,21,3,4,1,0,0,0
50,No,9,3,1,3,1,4,2380,4,No,18,3,0,8,5,3,1,0,0,0
59,No,2,3,3,2,4,4,13726,3,Yes,13,3,0,30,4,3,5,3,4,3
37,Yes,11,2,1,1,2,2,4777,5,No,15,3,0,15,2,1,1,0,0,0
55,No,18,4,3,3,2,2,6385,3,Yes,14,3,2,17,3,3,8,7,6,7
41,No,7,1,2,1,5,3,19973,1,No,22,4,2,21,3,3,21,16,5,10
38,No,3,4,2,3,2,4,6861,8,Yes,12,3,0,19,1,3,1,0,0,0
26,Yes,29,2,2,1,2,1,4969,8,No,18,3,0,7,6,3,2,2,2,2
52,Yes,2,1,1,1,5,4,19845,1,No,15,3,1,33,3,3,32,14,6,9
44,No,28,3,4,4,4,4,13320,3,Yes,18,3,1,23,2,3,12,11,11,11
50,No,1,3,4,3,2,3,6347,0,No,12,3,1,19,3,3,18,7,0,13
36,Yes,16,4,3,4,1,1,2743,1,No,16,3,0,18,1,3,17,13,15,14
39,No,22,3,4,3,3,1,10880,1,Yes,13,3,0,21,2,3,21,6,2,8
33,No,8,1,2,2,1,4,2342,0,No,19,3,0,3,2,2,2,2,2,2
45,No,11,2,4,3,4,4,17650,3,No,13,3,1,26,4,4,9,3,1,1
32,No,29,4,4,3,1,3,4025,9,No,12,3,0,10,2,3,8,7,7,7
34,No,1,4,2,4,2,4,9725,0,No,11,3,1,16,2,2,15,1,0,9
59,No,1,2,2,3,3,4,11904,3,Yes,14,3,1,14,1,1,6,4,0,4
45,No,24,4,2,3,1,2,2177,1,No,16,3,0,6,3,3,6,3,0,4
53,No,2,3,3,2,3,2,7525,2,No,12,3,1,30,2,3,15,7,6,12
36,Yes,15,3,1,3,2,3,4834,7,No,14,3,1,9,3,2,1,0,0,0
26,Yes,2,3,1,3,1,1,2042,6,Yes,14,3,1,6,2,3,3,2,1,2
34,No,10,4,3,3,1,3,2220,1,Yes,19,3,1,1,2,3,1,1,0,0
28,No,10,1,4,3,1,2,1052,1,No,22,4,0,1,5,3,1,0,0,0
38,No,3,4,3,3,1,3,2821,3,No,16,3,1,8,2,3,2,2,2,2
50,No,2,4,2,3,5,3,19237,2,Yes,11,3,1,29,2,2,8,1,7,7
37,No,3,3,4,3,2,2,4107,3,No,15,3,0,8,3,2,4,3,0,1
40,No,26,3,3,3,2,1,8396,1,No,14,3,1,8,3,2,7,7,7,5
26,No,1,1,1,2,1,3,2007,1,No,13,3,2,5,5,3,5,3,1,3
46,No,1,4,4,3,5,4,19627,9,No,17,3,2,23,0,3,2,2,2,2
54,No,2,4,3,2,3,3,10686,6,No,11,3,1,13,4,3,9,4,7,0
56,No,9,3,1,3,1,3,2942,2,No,19,3,1,18,4,3,5,4,0,3
36,No,12,5,4,2,3,4,8858,0,No,11,3,0,15,2,2,14,8,7,8
55,No,2,1,3,2,4,1,16756,7,No,15,3,0,31,3,4,9,7,6,2
43,No,25,3,3,2,3,4,10798,5,No,13,3,1,18,5,3,1,0,0,0
20,Yes,9,3,4,3,1,4,2323,1,Yes,14,3,0,2,3,3,2,2,0,2
21,Yes,10,3,3,2,1,1,1416,1,No,13,3,0,1,6,2,1,0,1,0
46,No,8,4,4,2,2,1,4615,8,Yes,23,4,3,19,2,3,16,13,1,7
51,Yes,4,4,1,3,1,3,2461,9,Yes,12,3,3,18,2,4,10,0,2,7
28,Yes,24,2,2,2,3,1,8722,1,No,12,3,0,10,2,2,10,7,1,9
26,No,1,2,1,2,1,1,3955,1,No,16,3,2,6,2,3,5,3,1,3
30,No,20,3,3,3,2,1,9957,0,No,15,3,1,7,1,2,6,2,0,2
41,No,7,2,2,4,1,3,3376,1,No,13,3,0,10,3,3,10,6,0,8
38,No,17,1,3,2,3,3,8823,0,No,18,3,1,20,4,2,19,9,1,9
40,No,20,4,1,3,3,4,10322,4,No,20,4,1,14,6,3,11,10,11,1
27,No,8,5,1,1,1,3,4621,1,No,19,3,3,3,4,3,3,2,1,2
55,No,2,1,4,3,3,2,10976,3,No,18,3,1,23,4,3,3,2,1,2
28,No,10,3,3,3,2,3,3660,3,No,13,3,0,10,4,4,8,7,1,7
44,Yes,1,2,2,2,3,1,10482,9,No,14,3,1,24,1,3,20,6,3,6
33,No,5,3,4,2,3,4,7119,4,No,15,3,1,9,2,3,3,2,1,2
35,Yes,4,3,4,3,3,1,9582,0,Yes,22,4,0,9,2,3,8,7,4,7
33,Yes,29,4,1,2,2,3,4508,1,No,22,4,0,14,4,3,13,7,3,8
28,No,15,2,1,3,1,3,2207,1,No,16,3,1,4,5,2,4,2,2,2
34,No,3,1,1,3,2,4,7756,0,No,17,3,0,7,1,2,6,2,0,4
37,No,10,4,4,2,2,4,6694,2,Yes,14,3,3,8,5,3,1,0,0,0
25,Yes,4,1,4,3,1,4,3691,1,Yes,15,3,1,7,3,4,7,7,5,6
26,Yes,21,3,1,3,1,3,2377,1,No,20,4,1,1,0,2,1,1,0,0
33,Yes,25,3,1,2,1,2,2313,4,Yes,20,4,0,5,0,3,2,2,2,2
42,No,2,2,4,3,4,1,17665,0,No,17,3,1,23,3,3,22,6,13,7
28,Yes,1,3,1,2,1,2,2596,1,No,15,3,2,1,2,3,1,0,0,0
50,Yes,1,4,4,3,2,3,4728,3,Yes,14,3,0,5,4,3,0,0,0,0
33,No,7,3,4,3,2,2,4302,0,No,17,3,1,4,3,3,3,2,0,2
34,No,3,4,3,2,1,4,2979,3,No,17,3,3,6,2,3,0,0,0,0
48,No,1,4,1,4,4,4,16885,2,No,22,4,0,27,3,2,5,4,2,1
45,No,9,4,2,2,2,3,5593,1,No,13,3,1,15,2,3,15,10,4,12
52,No,7,4,2,3,3,2,10445,7,No,19,3,0,18,4,3,8,6,4,0
38,No,10,4,3,2,3,3,8740,0,Yes,14,3,2,9,2,3,8,7,2,7
29,No,28,4,3,3,1,4,2514,4,No,22,4,1,11,1,3,7,5,1,7
28,No,3,3,4,3,3,2,7655,0,No,17,3,3,10,3,2,9,7,1,7
46,No,3,1,1,3,4,3,17465,3,No,12,3,1,23,3,3,12,9,4,9
38,No,2,2,4,3,3,2,7351,7,No,16,3,0,10,2,3,1,0,0,0
43,No,27,3,3,3,3,1,10820,8,No,11,3,1,18,1,3,8,7,0,1
39,Yes,2,3,1,3,4,4,12169,7,No,11,3,3,21,4,3,18,7,11,5
40,No,14,3,3,2,5,3,19626,1,No,14,3,0,21,2,4,20,7,4,9
21,No,1,1,4,2,1,2,2070,1,Yes,11,3,0,2,6,4,2,2,2,2
39,No,9,3,3,3,2,2,6782,9,No,15,3,0,9,2,2,5,4,0,3
36,No,18,4,1,3,2,4,7779,2,No,20,4,0,18,0,3,11,9,0,9
31,No,20,3,3,4,1,4,2791,0,No,12,3,1,3,4,3,2,2,2,2
28,No,2,1,1,2,1,2,3201,0,No,17,3,0,6,2,1,5,3,0,4
35,No,11,2,4,3,2,4,4968,1,No,11,3,1,5,3,3,5,2,0,2
49,No,8,4,4,2,4,2,13120,6,No,17,3,1,22,3,3,9,8,2,3
34,No,2,2,4,3,2,3,4033,2,No,11,3,0,5,3,2,3,2,0,2
29,No,10,3,4,3,1,2,3291,0,No,14,3,2,8,2,2,7,5,1,1
42,No,29,3,2,1,2,4,4272,4,No,19,3,0,16,3,3,1,0,0,0
29,No,8,1,2,2,2,4,5056,1,Yes,15,3,1,10,2,2,10,7,1,2
38,No,1,3,3,4,1,3,2844,1,No,13,3,1,7,2,4,7,6,5,0
28,No,6,3,3,2,1,3,2703,1,Yes,14,3,1,3,2,3,3,1,0,2
18,Yes,8,1,3,3,1,3,1904,1,No,12,3,0,0,0,3,0,0,0,0
33,Yes,9,4,1,3,2,1,8224,0,Yes,17,3,0,6,3,3,5,2,0,3
41,No,12,4,2,3,1,4,4766,3,Yes,11,3,1,6,4,3,1,0,0,0
31,Yes,15,3,3,3,1,3,2610,1,No,12,3,1,2,5,2,2,2,2,2
37,No,25,2,3,2,2,4,5731,7,No,13,3,2,9,2,3,6,2,1,3
27,No,6,3,4,2,1,3,2539,1,No,13,3,1,4,0,3,4,2,2,2
34,No,9,1,2,3,2,3,5714,1,No,20,4,0,6,3,2,6,5,1,3
35,No,8,4,3,3,1,3,4323,1,No,17,3,0,6,2,1,5,4,1,4
29,Yes,23,1,4,2,3,1,7336,1,No,13,3,1,11,3,1,11,8,3,10
40,No,9,4,2,3,3,3,13499,9,No,17,3,0,20,3,2,18,7,2,13
42,Yes,12,3,3,3,4,1,13758,0,Yes,12,3,0,22,2,2,21,9,13,14
42,No,4,4,2,3,2,1,5155,7,No,13,3,0,9,3,4,6,4,1,5
35,No,1,4,4,2,1,3,2258,6,No,12,3,1,10,2,3,8,0,1,7
24,No,24,3,4,3,1,2,3597,8,No,22,4,0,6,2,3,4,3,1,2
28,Yes,12,1,3,3,1,4,2515,1,Yes,11,3,0,1,4,2,1,1,0,0
26,No,3,4,1,4,1,4,4420,1,No,22,4,1,8,2,3,8,7,0,7
30,No,10,3,3,2,2,3,6578,1,No,18,3,1,10,3,3,10,3,1,4
40,No,26,2,3,2,2,4,4422,3,Yes,13,3,1,16,3,1,1,1,0,0
35,No,2,3,3,2,3,2,10274,2,No,18,3,1,15,2,4,7,7,6,4
34,No,1,3,4,2,2,1,5343,0,No,20,4,0,14,3,3,13,9,4,9
35,No,4,4,4,2,1,4,2376,1,No,13,3,1,2,2,4,2,2,2,2
43,Yes,9,3,1,1,2,3,5346,8,No,13,3,0,7,2,2,4,3,1,3
32,No,2,1,3,3,1,1,2827,1,No,12,3,3,1,3,3,1,0,0,0
56,No,4,4,4,3,5,1,19943,4,No,13,3,1,28,2,3,5,2,4,2
29,No,6,1,2,3,1,4,3131,1,No,13,3,1,10,5,3,10,8,0,8
19,No,9,2,3,3,1,1,2552,1,No,25,4,0,1,4,3,1,1,0,0
45,No,7,3,1,3,1,3,4477,4,Yes,19,3,1,7,2,2,3,2,0,2
37,No,1,3,4,2,2,4,6474,1,No,13,3,1,14,2,2,14,8,3,11
20,No,3,3,1,2,1,3,3033,1,No,12,3,0,2,2,2,2,2,1,2
44,Yes,10,4,3,3,1,3,2936,1,Yes,11,3,0,6,4,3,6,4,0,2
53,No,7,2,4,3,5,3,18606,3,No,18,3,1,26,6,3,7,7,4,7
29,No,15,1,2,1,1,4,2168,0,Yes,18,3,1,6,2,2,5,4,1,3
22,Yes,3,4,3,2,1,4,2853,0,Yes,11,3,1,1,5,3,0,0,0,0
46,No,2,3,3,3,4,1,17048,8,No,23,4,0,28,2,3,26,15,15,9
44,No,17,3,4,1,1,3,2290,2,No,13,3,0,6,3,3,0,0,0,0
33,No,2,3,2,3,1,3,3600,1,No,13,3,1,5,2,3,5,4,1,4
41,Yes,5,2,1,2,1,1,2107,6,No,17,3,1,5,2,1,1,0,0,0
30,No,29,4,3,3,2,1,4115,8,No,19,3,3,8,3,3,4,3,0,3
40,No,2,4,2,3,2,2,4327,5,No,12,3,3,5,2,3,0,0,0,0
50,No,2,3,4,3,4,1,17856,2,No,22,4,1,32,3,3,2,2,2,2
28,No,19,4,4,2,1,1,3196,1,No,12,3,3,6,2,3,6,5,3,3
46,No,15,2,4,3,5,2,19081,5,No,11,3,1,25,2,3,4,2,0,3
35,No,17,4,3,3,2,1,8966,3,Yes,15,3,3,15,2,3,7,7,1,7
24,Yes,17,2,4,3,1,2,2210,1,No,13,3,1,1,3,1,1,0,0,0
33,No,25,3,2,3,2,3,4539,1,No,12,3,1,10,3,2,10,7,0,1
36,No,6,4,3,1,1,3,2741,1,No,14,3,1,7,4,3,7,7,1,7
30,No,7,4,3,3,2,3,3491,1,No,13,3,3,10,4,2,10,7,8,9
44,No,29,4,4,3,2,4,4541,1,No,25,4,0,20,3,3,20,11,13,17
20,No,21,3,3,4,1,4,2678,1,No,17,3,0,2,2,3,2,1,2,2
46,No,2,4,4,3,2,4,7379,2,No,11,3,1,12,3,2,6,3,1,4
42,No,2,5,4,4,2,1,6272,7,No,16,3,1,10,3,4,4,3,0,3
60,No,7,4,2,4,2,4,5220,0,Yes,18,3,1,12,3,3,11,7,1,9
32,No,13,3,3,2,1,2,2743,1,No,20,4,1,2,2,3,2,2,2,2
32,No,2,2,4,3,2,3,4998,4,Yes,14,3,0,10,2,3,8,7,0,7
36,No,1,3,3,1,3,1,10252,2,Yes,21,4,1,17,2,3,7,7,7,7
33,No,9,3,1,3,1,4,2781,0,No,13,3,1,15,5,3,14,10,4,10
40,No,10,3,2,2,2,2,6852,7,No,12,3,1,7,2,4,5,1,1,3
25,No,10,4,3,3,2,4,4950,0,No,14,3,0,5,4,3,4,3,1,1
30,No,1,3,4,3,1,2,3579,0,Yes,21,4,1,12,2,3,11,9,5,7
42,No,26,5,1,3,3,1,13191,3,Yes,17,3,0,20,6,3,1,0,0,0
35,No,8,2,3,2,3,4,10377,4,Yes,11,3,1,16,6,2,13,2,4,12
27,No,14,3,1,3,1,1,2235,1,Yes,14,3,2,9,3,2,9,7,6,8
54,No,1,4,4,3,3,3,10502,7,No,17,3,1,33,2,1,5,4,1,4
44,No,2,1,1,4,1,4,2011,1,No,13,3,1,10,5,3,10,5,7,7
19,Yes,10,3,1,2,1,2,1859,1,Yes,25,4,0,1,2,4,1,1,0,0
29,No,1,3,1,3,1,4,3760,1,No,15,3,3,3,5,3,3,2,1,2
54,No,3,3,4,3,4,4,17779,3,No,14,3,0,36,2,3,10,9,0,9
31,No,11,2,3,3,2,1,6833,1,Yes,12,3,0,6,2,2,6,5,0,1
31,No,24,3,3,2,2,1,6812,1,No,19,3,0,10,2,3,10,9,1,8
59,No,3,3,3,2,2,4,5171,5,No,17,3,0,13,2,3,6,1,0,5
43,No,3,3,3,1,5,4,19740,3,No,14,3,1,25,2,3,8,7,0,7
49,No,4,2,1,2,5,3,18711,2,No,13,3,1,23,2,4,1,0,0,0
36,No,3,3,3,3,1,2,3692,1,No,12,3,0,12,2,2,11,10,0,7
48,No,2,2,4,4,1,2,2559,5,No,11,3,0,7,4,2,1,0,0,0
27,No,4,2,1,3,1,3,2517,1,No,11,3,3,5,2,3,5,3,0,3
29,No,7,3,3,3,2,4,6623,1,Yes,11,3,2,6,2,3,6,0,1,0
48,No,1,3,4,2,5,4,18265,6,No,12,3,0,25,3,4,1,0,0,0
29,No,1,3,4,2,4,4,16124,3,No,14,3,2,9,2,2,7,7,1,7
34,No,20,3,3,4,1,3,2585,0,No,17,3,0,2,5,2,1,0,0,0
44,No,5,3,2,3,5,2,18213,7,No,11,3,1,26,5,3,22,9,3,10
33,No,10,5,4,4,3,3,8380,0,Yes,14,3,2,10,3,3,9,8,0,8
19,No,25,3,2,4,1,4,2994,1,Yes,12,3,0,1,2,3,1,0,0,1
23,No,1,2,4,3,1,3,1223,1,No,22,4,1,1,2,3,1,0,0,1
25,Yes,24,1,3,1,1,4,1118,1,Yes,14,3,0,1,4,3,1,0,1,0
26,No,4,2,3,3,1,4,2875,1,Yes,20,4,0,8,2,2,8,5,2,2
45,Yes,2,3,1,1,5,2,18824,2,Yes,16,3,0,26,2,3,24,10,1,11
55,No,8,1,4,2,4,2,13577,1,Yes,15,3,1,34,3,3,33,9,15,0
21,Yes,10,2,1,2,1,3,2625,1,No,20,4,0,2,2,1,2,2,2,2
46,No,4,2,4,2,5,2,18789,2,No,14,3,1,26,2,3,11,4,0,8
34,No,2,3,3,3,2,1,4538,0,Yes,12,3,0,4,3,3,3,2,0,2
51,No,9,3,4,3,5,2,19847,4,Yes,24,4,1,31,5,2,29,10,11,10
59,No,18,4,4,3,3,4,10512,6,No,12,3,0,25,6,2,9,7,5,4
34,No,19,3,3,3,2,2,4444,4,No,13,3,2,15,2,4,11,8,5,10
28,No,1,4,4,3,1,3,2154,0,Yes,11,3,0,5,2,2,4,2,0,2
44,No,4,2,3,4,5,1,19190,1,No,14,3,2,26,4,2,25,9,14,13
34,No,11,3,3,2,2,2,4490,4,No,11,3,2,14,5,4,10,9,1,8
35,No,6,1,3,3,1,3,3506,0,Yes,14,3,0,4,3,3,3,2,2,2
42,No,7,4,2,4,2,2,2372,6,Yes,16,3,0,18,2,3,1,0,0,0
43,No,4,4,4,2,3,4,10231,3,No,14,3,0,23,3,4,21,7,15,17
36,No,2,4,3,3,2,2,5410,9,Yes,11,3,0,18,2,3,16,14,5,12
44,Yes,15,3,1,3,3,4,7978,1,No,11,3,1,10,2,3,10,7,0,5
28,No,2,3,4,2,1,4,3867,1,Yes,12,3,1,2,2,3,2,2,2,2
51,No,6,2,2,2,1,3,2838,0,No,14,3,0,8,6,2,7,0,7,7
30,No,9,2,3,3,2,3,4695,7,Yes,18,3,0,10,3,3,8,4,1,7
29,Yes,7,3,2,3,1,3,3339,3,Yes,13,3,2,10,2,3,7,7,7,7
28,No,1,3,4,3,1,1,2080,2,No,11,3,0,5,2,2,3,2,1,2
25,No,1,3,4,3,1,2,2096,1,No,18,3,0,2,3,2,2,2,2,1
32,No,8,3,3,4,2,4,6209,1,No,15,3,2,10,4,4,10,7,0,8
45,No,25,3,2,3,5,2,18061,3,No,22,4,0,22,4,3,0,0,0,0
